,Model Year,Make,Model,Sold Price,Mileage
762,2014,chevrolet,door,4200,102500
763,2019,chevrolet,van,22500,8150
764,2019,chevrolet,van,22600,6159
765,2019,chevrolet,van,22600,5938
766,2019,chevrolet,van,22500,9019
767,2018,chevrolet,malibu,10200,45836
768,2016,chevrolet,3500,42700,60215
769,2015,chevrolet,tahoe,21200,125507
770,2016,chevrolet,door,22700,90944
771,2015,chevrolet,tahoe,22000,82785
772,2014,chevrolet,1500,9600,150525
773,2013,chevrolet,door,10500,112267
774,2013,chevrolet,door,6700,139394
775,2013,chevrolet,door,14200,82543
776,2019,chevrolet,equinox,15500,13532
777,2018,chevrolet,1500,35100,14751
778,2018,chevrolet,camaro,26300,11150
779,2016,chevrolet,colorado,15700,91248
780,2016,chevrolet,1500,17600,65336
781,2016,chevrolet,1500,18600,48974
782,2016,chevrolet,1500,19100,40011
783,2019,chevrolet,equinox,15200,37444
784,2019,chevrolet,equinox,16100,43199
785,2019,chevrolet,equinox,14800,43589
786,2019,chevrolet,equinox,16700,32870
787,2019,chevrolet,equinox,15300,38826
788,2019,chevrolet,equinox,16500,33739
789,2019,chevrolet,passenger,19600,35309
790,2019,chevrolet,impala,15200,32248
791,2019,chevrolet,impala,15000,36165
792,2019,chevrolet,impala,15500,29922
793,2019,chevrolet,impala,15700,26848
794,2019,chevrolet,impala,14800,41163
795,2017,chevrolet,cruze,9200,32856
796,2017,chevrolet,impala,8200,100315
797,2013,chevrolet,door,11400,91638
798,2015,chevrolet,door,6500,83173
799,2014,chevrolet,door,11500,94356
800,2015,chevrolet,door,23800,85792
801,2014,chevrolet,door,8900,129068
802,2019,chevrolet,ld,28300,27665
803,2019,chevrolet,ld,27300,25427
804,2013,chevrolet,door,3500,78198
805,2020,chevrolet,colorado,28300,13886
806,2019,chevrolet,impala,18300,34538
807,2018,dodge,charger,22500,20575
808,2018,dodge,charger,22500,26026
809,2012,dodge,door,8300,99015
810,2019,dodge,caravan,16500,27327
811,2019,dodge,journey,14500,30229
812,2019,dodge,challenger,21600,23783
813,2019,dodge,charger,22600,30759
814,2019,dodge,caravan,16300,38922
815,2012,dodge,door,8600,165836
816,2019,dodge,durango,28800,19235
817,2019,dodge,challenger,22100,9445
818,2018,dodge,journey,14300,19164
819,2018,dodge,caravan,13700,54106
820,2017,dodge,challenger,29500,32051
821,2017,dodge,journey,18500,14870
822,2016,dodge,door,19000,32294
823,2015,dodge,challenger,43400,7250
824,2015,dodge,challenger,46000,10145
825,2018,dodge,journey,12500,59924
826,2017,dodge,charger,13900,21304
827,2018,dodge,caravan,13000,52079
828,2018,dodge,caravan,13000,54960
829,2013,dodge,door,3000,80099
830,2019,dodge,caravan,17500,23987
831,2017,dodge,door,7900,84144
832,2014,dodge,door,8900,85639
833,2018,dodge,caravan,11500,50193
834,2017,dodge,journey,6500,74392
835,2017,dodge,door,8000,76117
836,2018,dodge,challenger,18700,36358
837,2017,dodge,journey,8350,90685
838,2017,dodge,charger,27900,54141
839,2016,dodge,door,14500,82240
840,2016,dodge,door,6200,66167
841,2012,dodge,door,7500,144220
842,2019,dodge,caravan,20200,24722
843,2019,dodge,durango,29300,41198
844,2019,dodge,durango,31000,26353
845,2019,dodge,durango,32400,28280
846,2012,dodge,door,5800,130120
847,2019,dodge,charger,21500,15340
848,2018,dodge,charger,23100,12265
849,2014,dodge,van,4500,94872
850,2018,dodge,charger,24800,17946
851,2018,dodge,charger,23000,26996
852,2019,dodge,journey,26900,5775
853,2018,dodge,challenger,21500,6748
854,2018,dodge,journey,15700,38128
855,2018,dodge,caravan,15200,41636
856,2018,dodge,charger,23300,5359
857,2015,dodge,door,6100,70296
858,2017,dodge,journey,20000,11346
859,2017,dodge,challenger,53000,7415
860,2013,dodge,door,3000,107593
861,2016,dodge,door,18200,50639
862,2019,dodge,challenger,21800,6530
863,2016,dodge,charger,52000,17432
864,2019,dodge,charger,19000,19636
865,2016,dodge,challenger,25000,41748
866,2016,dodge,challenger,36000,13162
867,2019,dodge,caravan,17000,32937
868,2015,dodge,door,25300,23095
869,2017,dodge,journey,14900,34432
870,2017,dodge,caravan,15000,48162
871,2014,dodge,doors,12995,68310
872,2014,dodge,doors,17750,48000
873,2014,dodge,doors,10295,105962
874,2014,dodge,doors,16995,96575
875,2014,dodge,doors,25000,13239
876,2014,dodge,doors,23995,24934
877,2014,dodge,doors,14900,46859
878,2014,dodge,doors,15810,44468
879,2014,dodge,doors,20227,62230
880,2014,dodge,doors,20999,37082
881,2014,dodge,doors,22499,23964
882,2014,dodge,doors,23495,11204
883,2014,dodge,doors,25250,7608
884,2014,dodge,doors,15322,49982
885,2019,dodge,charger,21232,4950
886,2013,dodge,journey,5800,111628
887,2012,dodge,door,29000,15927
888,2018,dodge,caravan,17000,36299
889,2018,dodge,journey,13800,28469
890,2019,dodge,durango,30000,29086
891,2017,dodge,caravan,14800,35991
892,2017,dodge,journey,8500,62224
893,2013,dodge,door,9800,86500
894,2014,dodge,door,4200,144725
895,2013,dodge,van,2500,163260
896,2018,dodge,charger,28700,19636
897,2018,dodge,challenger,18500,34272
898,2018,dodge,challenger,17300,42909
899,2016,dodge,door,7100,55749
900,2015,dodge,door,3250,89142
901,2017,dodge,durango,30700,20328
902,2012,dodge,door,3000,149332
903,2019,dodge,durango,26500,28551
904,2019,dodge,charger,20800,35098
905,2019,dodge,charger,20800,35365
906,2015,dodge,door,5100,88398
907,2019,dodge,challenger,18900,27957
908,2019,dodge,durango,24000,30161
909,2015,dodge,challenger,38800,26292
910,2019,dodge,durango,24500,25780
911,2019,dodge,durango,24500,25032
912,2016,dodge,door,6500,72248
913,2019,dodge,durango,24000,30630
914,2014,dodge,door,18000,86125
915,2019,dodge,durango,24000,30408
916,2019,dodge,durango,23500,35443
917,2014,dodge,van,4500,95377
918,2019,dodge,durango,25900,32724
919,2019,dodge,caravan,13900,45089
920,2019,dodge,journey,14200,35948
921,2019,dodge,caravan,15400,41601
922,2019,dodge,challenger,17500,26370
923,2019,dodge,caravan,17500,18271
924,2019,dodge,caravan,18000,9476
925,2012,dodge,door,25200,80899
926,2018,dodge,caravan,14100,57394
927,2018,dodge,caravan,13300,42190
928,2019,dodge,caravan,16200,22591
929,2018,dodge,caravan,13300,48681
930,2018,dodge,caravan,13100,42621
931,2017,dodge,caravan,15500,27761
932,2013,dodge,door,4500,107768
933,2019,dodge,durango,28400,14355
934,2019,dodge,caravan,17400,9467
935,2014,dodge,door,6000,122837
936,2019,dodge,challenger,20700,18313
937,2019,dodge,challenger,20300,19506
938,2018,dodge,journey,14000,14750
939,2019,dodge,challenger,22000,11280
940,2019,dodge,journey,17200,13944
941,2016,dodge,door,15000,26922
942,2019,dodge,journey,17500,12690
943,2013,dodge,door,1300,239822
944,2014,dodge,door,1750,74975
945,2019,dodge,caravan,16300,28289
946,2019,dodge,caravan,15700,38041
947,2017,dodge,journey,10000,52386
948,2019,dodge,charger,23100,34391
949,2019,dodge,caravan,14900,39515
950,2019,dodge,journey,16700,22074
951,2019,dodge,caravan,16300,28782
952,2019,dodge,durango,25800,30092
953,2019,dodge,challenger,23800,26443
954,2019,dodge,journey,16800,28981
955,2019,dodge,journey,15500,32865
956,2014,dodge,door,6000,117258
957,2019,dodge,durango,26900,16397
958,2019,dodge,caravan,16900,16176
959,2019,dodge,caravan,19500,1091
960,2019,dodge,caravan,15400,17472
961,2012,dodge,door,2300,123882
962,2019,dodge,charger,17000,10341
963,2019,dodge,durango,34000,19695
964,2017,dodge,journey,13700,51041
965,2018,dodge,challenger,19100,22646
966,2018,dodge,journey,11800,18138
967,2019,dodge,durango,27500,23987
968,2019,dodge,durango,26900,17160
969,2019,dodge,durango,27100,26929
970,2019,dodge,durango,27200,25815
971,2017,dodge,caravan,9000,81992
972,2019,dodge,challenger,22500,5000
973,2015,dodge,door,7700,62683
974,2013,dodge,van,4500,107224
975,2013,dodge,door,2200,184905
976,2019,dodge,charger,21500,35153
977,2019,dodge,challenger,18800,26474
978,2019,dodge,charger,21800,30943
979,2019,dodge,challenger,20300,17154
980,2016,dodge,van,8200,79637
981,2019,dodge,caravan,19000,12123
982,2016,dodge,door,8400,107822
983,2019,dodge,caravan,19500,10221
984,2015,dodge,door,7000,95278
985,2019,dodge,challenger,19500,13457
986,2014,dodge,van,8500,69936
987,2019,dodge,challenger,20500,13520
988,2014,dodge,door,4900,96922
989,2014,dodge,door,20800,72594
990,2019,dodge,durango,28500,17896
991,2019,dodge,caravan,21900,11088
992,2019,dodge,caravan,15800,29567
993,2019,dodge,durango,33000,15655
994,2019,dodge,challenger,22700,26428
995,2019,dodge,charger,21900,29003
996,2019,dodge,charger,19300,32229
997,2019,dodge,durango,30700,26503
998,2019,dodge,challenger,19300,15446
999,2014,dodge,caravan,13750,128556
1000,2019,dodge,caravan,16400,23369
1001,2019,dodge,caravan,19500,8767
1002,2019,dodge,caravan,15100,48319
1003,2019,dodge,durango,28500,15275
1004,2019,dodge,caravan,15300,33826
1005,2019,dodge,challenger,20300,16679
1006,2019,dodge,charger,22000,26184
1007,2019,dodge,journey,16700,21203
1008,2019,dodge,challenger,19300,17870
1009,2019,dodge,durango,34100,17909
1010,2019,dodge,caravan,14600,41126
1011,2019,dodge,caravan,18200,14098
1012,2019,dodge,durango,33800,15003
1013,2019,dodge,journey,15900,29105
1014,2019,dodge,caravan,16500,34794
1015,2019,dodge,durango,29600,20034
1016,2019,dodge,caravan,14100,46942
1017,2019,dodge,caravan,18200,14753
1018,2019,dodge,caravan,18200,14359
1019,2019,dodge,charger,24300,34922
1020,2019,dodge,journey,15400,20944
1021,2019,dodge,journey,19000,9877
1022,2019,dodge,journey,19000,8949
1023,2017,dodge,challenger,27800,13627
1024,2019,dodge,journey,18200,18291
1025,2018,dodge,journey,15000,38029
1026,2017,dodge,caravan,19200,32593
1027,2018,dodge,caravan,15500,37352
1028,2017,dodge,challenger,24900,23030
1029,2018,dodge,journey,15500,30671
1030,2012,dodge,door,7600,79544
1031,2017,dodge,journey,18400,15027
1032,2018,dodge,caravan,14700,29115
1033,2015,dodge,door,3900,93604
1034,2015,dodge,door,5200,100203
1035,2019,dodge,caravan,17200,35401
1036,2019,dodge,caravan,18700,20279
1037,2019,dodge,durango,32000,26090
1038,2015,dodge,door,14500,107924
1039,2019,dodge,caravan,19400,14906
1040,2019,dodge,caravan,17300,34407
1041,2019,dodge,journey,16700,18049
1042,2019,dodge,caravan,19100,18132
1043,2013,dodge,door,11100,109176
1044,2019,dodge,durango,32000,25456
1045,2019,dodge,caravan,16900,38375
1046,2017,dodge,charger,18000,39792
1047,2019,dodge,caravan,17800,30403
1048,2019,dodge,caravan,18000,28252
1049,2019,dodge,caravan,17500,31904
1050,2018,dodge,caravan,14500,24336
1051,2019,dodge,caravan,18500,23961
1052,2019,dodge,caravan,18600,22919
1053,2019,dodge,durango,32000,22863
1054,2019,dodge,caravan,17000,38817
1055,2019,dodge,caravan,16000,48854
1056,2019,dodge,caravan,18000,27288
1057,2020,dodge,charger,15900,5284
1058,2016,dodge,door,6200,99988
1059,2013,dodge,door,3700,84109
1060,2012,dodge,door,24000,88539
1061,2013,dodge,van,20800,33739
1062,2012,dodge,door,18500,101017
1063,2019,dodge,challenger,18300,13906
1064,2019,dodge,charger,21000,20601
1065,2013,dodge,van,1300,135561
1066,2019,dodge,charger,11900,23421
1067,2012,dodge,van,950,145174
1068,2019,dodge,durango,26800,21309
1069,2012,dodge,van,800,217576
1070,2019,dodge,caravan,21000,10350
1071,2012,dodge,door,1900,157636
1072,2019,dodge,durango,33500,8605
1073,2013,dodge,door,900,139404
1074,2019,dodge,caravan,21000,10170
1075,2019,dodge,durango,26800,22272
1076,2016,dodge,van,5700,101906
1077,2019,dodge,challenger,18500,27019
1078,2019,dodge,durango,33000,10930
1079,2019,dodge,caravan,11000,73552
1080,2019,dodge,caravan,15800,37107
1081,2013,dodge,door,3600,124247
1082,2019,dodge,caravan,16300,36993
1083,2015,dodge,door,2700,67133
1084,2019,dodge,caravan,12800,33580
1085,2015,dodge,door,9700,94140
1086,2019,dodge,journey,18300,10447
1087,2019,dodge,charger,16000,10229
1088,2019,dodge,caravan,21000,6269
1089,2014,dodge,door,3700,98699
1090,2019,dodge,durango,33000,10631
1091,2019,dodge,caravan,14700,44381
1092,2019,dodge,durango,33000,13960
1093,2019,dodge,caravan,15900,14051
1094,2019,dodge,durango,33000,20800
1095,2019,dodge,durango,33000,8873
1096,2019,dodge,durango,32500,15502
1097,2019,dodge,durango,33000,9669
1098,2018,dodge,caravan,13000,50873
1099,2019,dodge,durango,33000,14117
1100,2019,dodge,charger,16500,46820
1101,2019,dodge,durango,33000,7247
1102,2017,dodge,challenger,34500,40991
1103,2019,dodge,durango,33500,9023
1104,2018,dodge,durango,48000,8047
1105,2019,dodge,durango,54500,3966
1106,2018,dodge,caravan,13200,41014
1107,2018,dodge,durango,31500,20907
1108,2017,dodge,durango,17400,89795
1109,2017,dodge,durango,26000,57158
1110,2013,dodge,door,1700,126718
1111,2013,dodge,door,11000,83976
1112,2018,dodge,charger,21000,12554
1113,2015,dodge,door,5500,60707
1114,2014,dodge,door,7500,40110
1115,2019,dodge,caravan,15800,28038
1116,2019,dodge,journey,16900,26643
1117,2019,dodge,durango,25000,36127
1118,2019,dodge,door,18000,19983
1119,2019,dodge,caravan,15600,29926
1120,2019,dodge,durango,23800,36750
1121,2019,dodge,journey,16800,27312
1122,2019,dodge,durango,22700,49575
1123,2019,dodge,challenger,23300,30279
1124,2019,dodge,challenger,23500,25825
1125,2019,dodge,durango,25500,32474
1126,2019,dodge,challenger,21800,30585
1127,2019,dodge,durango,22800,36203
1128,2019,dodge,caravan,18200,29602
1129,2019,dodge,challenger,23500,28689
1130,2019,dodge,durango,25700,31447
1131,2019,dodge,caravan,15700,39148
1132,2018,dodge,journey,17500,33495
1133,2019,dodge,caravan,15700,35274
1134,2018,dodge,caravan,16500,48745
1135,2019,dodge,caravan,16100,31297
1136,2019,dodge,caravan,15600,38745
1137,2019,dodge,caravan,15400,37704
1138,2017,dodge,durango,28200,27060
1139,2019,dodge,caravan,15300,40002
1140,2019,dodge,caravan,15900,34930
1141,2016,dodge,door,17700,22863
1142,2019,dodge,caravan,15800,36876
1143,2019,dodge,caravan,15900,34264
1144,2019,dodge,charger,25300,17515
1145,2019,dodge,caravan,16300,27071
1146,2019,dodge,durango,29500,14656
1147,2019,dodge,caravan,14500,35652
1148,2019,dodge,caravan,15400,30055
1149,2019,dodge,caravan,15400,43088
1150,2019,dodge,caravan,15100,33641
1151,2019,dodge,caravan,15000,34797
1152,2019,dodge,caravan,15500,43943
1153,2019,dodge,caravan,15000,35744
1154,2019,dodge,caravan,15200,31542
1155,2019,dodge,caravan,15700,26899
1156,2019,dodge,journey,16100,29985
1157,2018,dodge,journey,16300,37009
1158,2019,dodge,journey,16000,30731
1159,2019,dodge,journey,16900,30062
1160,2019,dodge,journey,17000,28295
1161,2019,dodge,journey,17300,25534
1162,2019,dodge,journey,15900,29716
1163,2019,dodge,journey,15700,34294
1164,2019,dodge,journey,16900,27643
1165,2019,dodge,journey,15500,35516
1166,2019,dodge,journey,15100,40674
1167,2019,dodge,journey,15500,32494
1168,2019,dodge,journey,15400,35047
1169,2019,dodge,journey,16500,32898
1170,2015,dodge,challenger,42500,13740
1171,2019,dodge,journey,16600,23132
1172,2019,dodge,journey,15200,37174
1173,2019,dodge,journey,15800,34023
1174,2019,dodge,journey,16900,30021
1175,2017,dodge,caravan,11100,51469
1176,2019,dodge,journey,15600,31237
1177,2019,dodge,journey,16900,30186
1178,2019,dodge,journey,15300,41956
1179,2019,dodge,journey,16600,30727
1180,2017,dodge,durango,21800,38956
1181,2018,dodge,charger,36500,22036
1182,2019,dodge,durango,26300,26462
1183,2019,dodge,challenger,20900,23143
1184,2019,dodge,challenger,20100,17340
1185,2019,dodge,charger,26700,29749
1186,2019,dodge,charger,23900,35248
1187,2018,dodge,caravan,14500,40417
1188,2017,dodge,durango,23000,30309
1189,2018,dodge,journey,15000,42303
1190,2018,dodge,journey,15000,35326
1191,2017,ford,door,28500,92100
1192,2017,ford,door,28000,99375
1193,2017,ford,door,9000,72418
1194,2015,ford,doors,28700,29733
1195,2017,ford,door,25000,119439
1196,2015,ford,doors,17347,54396
1197,2016,ford,door,13800,91606
1198,2015,ford,doors,25888,2807
1199,2017,ford,fusion,8500,78739
1200,2015,ford,doors,21289,71955
1201,2015,ford,doors,17999,48472
1202,2012,ford,door,2700,98470
1203,2015,ford,doors,30977,28937
1204,2015,ford,doors,13799,83693
1205,2014,ford,srw,20500,90888
1206,2012,ford,drw,8500,216942
1207,2015,ford,door,9900,205796
1208,2019,ford,srw,65500,6500
1209,2018,ford,wagon,24500,39943
1210,2020,ford,explorer,32500,5920
1211,2018,ford,fusion,9200,71478
1212,2017,ford,door,17700,119520
1213,2020,ford,fusion,18300,10882
1214,2019,ford,srw,43500,29010
1215,2016,ford,door,15200,69003
1216,2019,ford,srw,36200,16207
1217,2018,ford,mustang,21900,29748
1218,2019,ford,wagon,20700,25582
1219,2019,ford,fusion,12300,24520
1220,2016,ford,door,4200,104383
1221,2019,ford,transit,19500,34164
1222,2020,ford,fusion,14300,6975
1223,2016,ford,van,13700,67150
1224,2015,ford,door,13200,100820
1225,2014,ford,door,6200,142286
1226,2015,ford,door,6500,60015
1227,2013,ford,door,1500,126381
1228,2013,ford,door,2200,128753
1229,2013,ford,door,4200,0
1230,2013,ford,van,8700,64598
1231,2012,ford,door,3200,111532
1232,2012,ford,door,9000,149346
1233,2018,ford,edge,20000,43567
1234,2017,ford,door,33000,36004
1235,2019,ford,f-150,23300,10935
1236,2017,ford,van,8750,150484
1237,2012,ford,door,11975,122014
1238,2019,ford,transit,23600,19363
1239,2016,ford,explorer,12000,42902
1240,2018,ford,f-150,30900,401
1241,2019,ford,transit,23900,11077
1242,2018,ford,f-150,40400,34100
1243,2019,ford,srw,38000,30018
1244,2019,ford,flex,27000,18279
1245,2019,ford,transit,24000,7373
1246,2019,ford,ranger,30000,2590
1247,2019,ford,fusion,16200,41662
1248,2019,ford,flex,30000,15019
1249,2019,ford,transit,23900,9420
1250,2018,ford,taurus,13800,41864
1251,2019,ford,transit,23700,16829
1252,2018,ford,f-150,24300,6290
1253,2019,ford,srw,54900,14393
1254,2018,ford,taurus,22500,14599
1255,2018,ford,f-150,39000,25839
1256,2018,ford,escape,13900,60715
1257,2018,ford,explorer,24700,23350
1258,2018,ford,transit,20100,62386
1259,2018,ford,mustang,22000,6248
1260,2019,ford,mustang,38200,878
1261,2018,ford,transit,24400,49710
1262,2018,ford,mustang,35000,2042
1263,2019,ford,flex,18600,7742
1264,2018,ford,transit,22700,39733
1265,2018,ford,f-150,38000,33701
1266,2014,ford,door,17000,67542
1267,2017,ford,escape,17500,35095
1268,2019,ford,f-150,23200,8652
1269,2017,ford,explorer,30700,51107
1270,2019,ford,transit,23500,14987
1271,2017,ford,edge,26400,28252
1272,2019,ford,transit,23500,16009
1273,2017,ford,door,38000,47866
1274,2019,ford,transit,23600,11004
1275,2017,ford,edge,19300,42895
1276,2019,ford,f-150,23200,9490
1277,2017,ford,door,13800,39027
1278,2019,ford,transit,23600,13466
1279,2019,ford,f-150,23200,8737
1280,2017,ford,door,40000,23960
1281,2019,ford,f-150,23400,5562
1282,2019,ford,transit,23600,13763
1283,2019,ford,f-150,23000,10444
1284,2017,ford,door,25500,41696
1285,2019,ford,transit,23500,15787
1286,2017,ford,door,29900,9167
1287,2019,ford,transit,23200,17541
1288,2017,ford,f-150,50500,24686
1289,2019,ford,transit,23400,15210
1290,2017,ford,transit,24500,54601
1291,2017,ford,mustang,49000,2205
1292,2017,ford,transit,25400,35691
1293,2017,ford,flex,23000,32788
1294,2012,ford,door,6000,180471
1295,2016,ford,edge,22400,42925
1296,2016,ford,edge,22500,37385
1297,2019,ford,edge,25200,15415
1298,2016,ford,door,36000,20047
1299,2019,ford,edge,26700,16884
1300,2016,ford,door,30500,57936
1301,2019,ford,edge,26700,15244
1302,2019,ford,edge,25000,19842
1303,2016,ford,door,35200,38830
1304,2019,ford,f-150,30300,31899
1305,2016,ford,door,25000,69305
1306,2016,ford,door,26500,46098
1307,2019,ford,mustang,21600,29457
1308,2016,ford,edge,18800,30765
1309,2019,ford,mustang,21500,29096
1310,2016,ford,door,9000,40437
1311,2015,ford,cutaway,16700,69004
1312,2015,ford,cutaway,16800,65179
1313,2015,ford,cutaway,15700,75862
1314,2015,ford,cutaway,16800,68319
1315,2015,ford,door,19500,80354
1316,2015,ford,door,20500,51441
1317,2015,ford,cutaway,17400,70954
1318,2014,ford,door,17500,92500
1319,2014,ford,door,26000,66367
1320,2019,ford,f-150,56700,13884
1321,2013,ford,door,5000,202565
1322,2019,ford,f-150,40200,26484
1323,2013,ford,door,54000,703
1324,2019,ford,max,65200,18138
1325,2017,ford,srw,32500,28007
1326,2019,ford,transit,25500,11251
1327,2019,ford,srw,63000,11640
1328,2019,ford,srw,44000,10763
1329,2019,ford,drw,70000,9643
1330,2019,ford,srw,56200,33930
1331,2019,ford,srw,35000,26451
1332,2019,ford,srw,57700,21101
1333,2019,ford,drw,74000,10536
1334,2019,ford,srw,60200,31744
1335,2018,ford,srw,60000,18062
1336,2018,ford,srw,63000,17942
1337,2014,ford,door,22500,43646
1338,2014,ford,energi,8300,71989
1339,2012,ford,door,8300,138328
1340,2013,ford,door,21000,95386
1341,2019,ford,fusion,19300,23740
1342,2019,ford,fusion,16400,36064
1343,2019,ford,f-150,27300,18805
1344,2012,ford,cab,26400,151035
1345,2019,ford,mustang,35100,10099
1346,2018,ford,f-150,41500,9800
1347,2019,ford,mustang,34100,10483
1348,2019,ford,f-150,28600,17544
1349,2019,ford,mustang,34100,10167
1350,2019,ford,ranger,28700,11457
1351,2019,ford,edge,24700,26590
1352,2019,ford,expedition,46500,35346
1353,2019,ford,f-150,29000,12953
1354,2019,ford,edge,25500,26693
1355,2019,ford,f-150,39500,25071
1356,2019,ford,f-150,33100,33538
1357,2019,ford,f-150,30500,9915
1358,2018,ford,fiesta,3600,1
1359,2019,ford,fusion,16800,9910
1360,2019,ford,f-150,24000,16765
1361,2019,ford,expedition,58500,4970
1362,2017,ford,door,55000,43964
1363,2019,ford,f-150,28800,40785
1364,2015,ford,door,26800,108998
1365,2018,ford,max,36000,58576
1366,2018,ford,wagon,20000,55475
1367,2019,ford,drw,46700,35929
1368,2019,ford,srw,42800,21669
1369,2018,ford,mustang,21800,16079
1370,2018,ford,mustang,18800,41147
1371,2018,ford,flex,18800,45798
1372,2018,ford,f-150,30200,21703
1373,2018,ford,explorer,27500,22284
1374,2018,ford,transit,37500,24567
1375,2018,ford,mustang,19100,30594
1376,2018,ford,flex,17100,52747
1377,2018,ford,escape,13500,21592
1378,2018,ford,srw,54500,19853
1379,2018,ford,fiesta,9000,25201
1380,2020,ford,f-150,16400,10351
1381,2020,ford,fusion,17000,1117
1382,2017,ford,door,24800,37279
1383,2017,ford,door,26800,30113
1384,2017,ford,door,19400,27570
1385,2017,ford,flex,20000,45188
1386,2012,ford,door,7000,149712
1387,2017,ford,explorer,25100,25030
1388,2013,ford,door,2000,105743
1389,2020,ford,fusion,18200,9861
1390,2018,ford,fusion,14200,1751
1391,2017,ford,door,56500,30629
1392,2016,ford,door,2000,52883
1393,2020,ford,van,26500,122
1394,2019,ford,srw,34300,28534
1395,2017,ford,f-150,43500,80699
1396,2016,ford,door,3500,72851
1397,2019,ford,srw,37200,24078
1398,2017,ford,door,12800,38639
1399,2013,ford,door,15000,146807
1400,2017,ford,door,12500,31871
1401,2017,ford,f-150,21500,76876
1402,2019,ford,fusion,17300,28070
1403,2017,ford,explorer,27000,3189
1404,2017,ford,el,31800,28359
1405,2017,ford,door,13000,42890
1406,2017,ford,el,31800,29328
1407,2016,ford,door,46300,47531
1408,2015,ford,door,6000,57345
1409,2016,ford,door,22800,67546
1410,2019,ford,expedition,45000,18153
1411,2019,ford,expedition,49500,17689
1412,2012,ford,van,3000,137171
1413,2015,ford,door,20000,63445
1414,2019,ford,edge,25300,26422
1415,2015,ford,door,4000,149319
1416,2019,ford,expedition,45500,18767
1417,2018,ford,fiesta,9100,38289
1418,2019,ford,expedition,48000,22960
1419,2019,ford,max,47000,17263
1420,2019,ford,expedition,49500,16981
1421,2019,ford,wagon,31200,13058
1422,2014,ford,door,18500,45887
1423,2019,ford,escape,15500,21740
1424,2019,ford,wagon,30500,17707
1425,2019,ford,max,45500,19121
1426,2019,ford,wagon,31500,18856
1427,2013,ford,door,11000,84752
1428,2019,ford,max,46500,19555
1429,2019,ford,wagon,31500,16340
1430,2018,ford,f-150,32000,17242
1431,2019,ford,edge,23900,28733
1432,2019,ford,wagon,31500,16019
1433,2016,ford,taurus,18500,75580
1434,2013,ford,door,1500,113444
1435,2019,ford,max,46000,19227
1436,2019,ford,wagon,31500,13633
1437,2015,ford,van,14700,37739
1438,2013,ford,door,2700,103541
1439,2019,ford,expedition,47500,24072
1440,2019,ford,wagon,31500,17657
1441,2014,ford,door,8900,77392
1442,2019,ford,door,7000,11930
1443,2019,ford,expedition,49000,19731
1444,2019,ford,wagon,31500,15581
1445,2014,ford,door,8900,70181
1446,2019,ford,max,48000,16143
1447,2019,ford,max,50000,17995
1448,2019,ford,max,47300,23926
1449,2017,ford,f-150,45000,57929
1450,2019,ford,max,49000,20758
1451,2019,ford,f-150,40200,10028
1452,2019,ford,max,48000,21051
1453,2015,ford,door,5000,136307
1454,2013,ford,bus,8200,105880
1455,2019,ford,max,49000,19985
1456,2015,ford,door,4000,102590
1457,2019,ford,expedition,39000,27612
1458,2015,ford,door,29000,90855
1459,2019,ford,max,46500,19936
1460,2015,ford,door,7805,64495
1461,2018,ford,mustang,22000,39477
1462,2019,ford,max,18800,25698
1463,2015,ford,door,33000,73849
1464,2019,ford,expedition,39500,25422
1465,2015,ford,door,16900,47866
1466,2019,ford,max,42500,31236
1467,2019,ford,expedition,39500,26755
1468,2018,ford,f-150,25500,49177
1469,2019,ford,max,49500,20749
1470,2018,ford,f-150,25000,15003
1471,2019,ford,f-150,40000,12247
1472,2018,ford,f-150,26000,1
1473,2019,ford,f-150,29500,10808
1474,2019,ford,f-150,23000,11263
1475,2018,ford,f-150,25500,42307
1476,2019,ford,f-150,44500,17484
1477,2019,ford,escape,15600,37106
1478,2019,ford,f-150,23100,9539
1479,2019,ford,f-150,37000,2384
1480,2019,ford,fusion,14500,20590
1481,2019,ford,f-150,23000,13896
1482,2019,ford,f-150,26500,9451
1483,2017,ford,fusion,18000,31657
1484,2019,ford,expedition,35700,33907
1485,2019,ford,f-150,31000,10028
1486,2013,ford,door,2000,175640
1487,2019,ford,max,40400,30770
1488,2019,ford,f-150,43600,15141
1489,2019,ford,f-150,22600,18431
1490,2019,ford,f-150,26000,9604
1491,2019,ford,f-150,23200,9516
1492,2019,ford,f-150,29000,9718
1493,2019,ford,f-150,22800,16506
1494,2015,ford,door,3450,192108
1495,2019,ford,f-150,31000,11028
1496,2019,ford,f-150,22900,11313
1497,2014,ford,door,3000,141595
1498,2019,ford,f-150,28000,12886
1499,2019,ford,f-150,23200,9556
1500,2019,ford,f-150,27000,13269
1501,2019,ford,f-150,22800,16770
1502,2019,ford,f-150,31500,13526
1503,2019,ford,transit,23400,16391
1504,2019,ford,f-150,28000,11437
1505,2019,ford,transit,23400,17964
1506,2018,ford,f-150,28000,5440
1507,2019,ford,f-150,24900,13035
1508,2019,ford,transit,23500,15759
1509,2018,ford,f-150,36000,30002
1510,2019,ford,f-150,28700,13673
1511,2018,ford,fusion,16000,24480
1512,2019,ford,f-150,31000,13230
1513,2017,ford,f-150,16500,137789
1514,2019,ford,f-150,28500,13516
1515,2017,ford,escape,10800,81660
